Investor,Year,TotalInvested_USD,DealsCount
Mohr Davidow Ventures,2015.0,16000000.0,1
Mayfield India,2015.0,15950000.0,2
Rebright Partners,2019.0,15800000.0,1
HealthQuad,2019.0,15800000.0,1
Toppan Printing,2019.0,15800000.0,1
Ackermans & van Haaren,2019.0,15800000.0,1
Eight Roads Ventures India,2018.0,15700000.0,1
Lightspeed India Partners,2017.0,15600000.0,3
Westbridge Capital Partners,2016.0,15600000.0,1
Coleman and Company Ltd,2017.0,15500000.0,2
InnoVen Capital India,2017.0,15400000.0,1
Steadview Capital,2017.0,15200000.0,1
Qiming Venture Partners,2019.0,15109500.0,1
Lumis Partners,2017.0,15100000.0,2
Venture Highway,2017.0,15100000.0,2
Pine Brook,2017.0,15000000.0,1
Kinzon Capital,2017.0,15000000.0,1
Kleiner Perkins,2017.0,15000000.0,1
Eight Road Ventures,2015.0,15000000.0,1
Transamerica,2017.0,15000000.0,1
Avalon Ventures,2015.0,15000000.0,1
Mayfield India,2017.0,15000000.0,2
Franklin Templeton International Services Pvt. Ltd,2016.0,15000000.0,1
Fidelity Growth Partners India,2016.0,15000000.0,1
Accel India,2016.0,15000000.0,1
Nokia Growth Partners,2015.0,15000000.0,1
Micromax Informatics,2016.0,15000000.0,1
SoftBank Corp,2016.0,15000000.0,1
Maverick Capital,2015.0,15000000.0,1
Anil Jaggia,2016.0,15000000.0,1
Omidyar Network and Kae Capital,2017.0,15000000.0,1
Chandralekha Construction Pvt. Ltd.,2015.0,15000000.0,1
Maverick Capital Ventures,2016.0,15000000.0,1
Greycroft Partners,2016.0,15000000.0,1
HBM Healthcare Investments,2017.0,15000000.0,1
Softbank Ventures Korea,2017.0,15000000.0,1
Sanjay Nayar,2016.0,15000000.0,1
Helion Ventures,2017.0,15000000.0,2
CapitalG,2017.0,15000000.0,1
Y Combinator and others.,2018.0,15000000.0,1
Maverick Capital Ventures,2017.0,15000000.0,1
International Financial Corporation,2016.0,15000000.0,1
Naturals Salon Chain,2016.0,15000000.0,1
Narayan Seshadri,2016.0,15000000.0,1
Sequoia India,2018.0,15000000.0,1
Sequoia Capital.,2015.0,15000000.0,1
IDFC SPICE Fund,2016.0,15000000.0,1
Orios Venture Partners.,2015.0,15000000.0,1
Ignition Partners,2016.0,15000000.0,1
IMM Investment,2017.0,15000000.0,1
Vikram Sud,2016.0,15000000.0,1
Private Sector Banks (Debt Funding),2017.0,15000000.0,1
Agarwal Movers Group,2016.0,14900000.0,1
Alpha Capital,2018.0,14800000.0,1
Qualcomm Ventures,2016.0,14750000.0,4
Endiya Partners,2017.0,14650000.0,5
Northern R Capital,2019.0,14342000.0,1
BAC Acquisitions,2019.0,14342000.0,1
BRD Securities,2019.0,14342000.0,1
Unifi AIF,2019.0,14342000.0,1
Edelweiss and Beenext,2018.0,14270000.0,1
Sunjay Kapoor and Telama Investment,2018.0,14270000.0,1
Dream Incubator,2018.0,14270000.0,1
Hyundai,2018.0,14270000.0,1
Seedfund,2015.0,14200000.0,3
Kae Capital,2015.0,14143000.0,7
Venture Highway and BEENEXT,2018.0,14000000.0,1
IndusAge Partners,2018.0,14000000.0,1
Bill & Melinda Gates Foundation,2018.0,14000000.0,1
Nirvana Digital India Fund,2016.0,14000000.0,2
TannCam Investment & Sistema Asia Fund,2017.0,14000000.0,1
Omnivore,2018.0,14000000.0,1
ABB Technology Ventures,2018.0,14000000.0,1
Kalaari Capital,2018.0,14000000.0,3
Qualcomm Venture,2018.0,14000000.0,1
Times of India Group & Existing investors,2016.0,13500000.0,1
Nexus Ventures,2016.0,13500000.0,1
IFC,2015.0,13500000.0,1
Michael & Susan Dell Foundation,2018.0,13500000.0,1
Nyca Partners and Thomvest Ventures,2016.0,13500000.0,1
Intel Capital,2015.0,13500000.0,1
Axon Partners,2015.0,13500000.0,1
LGT Impact Ventures,2018.0,13500000.0,1
Sherpa Capital,2016.0,13500000.0,1
Xiaomi,2018.0,13400000.0,1
Cheetah Mobile,2015.0,13400000.0,1
Ribbit Capital and Omidyar Network,2018.0,13400000.0,1
PayU,2018.0,13400000.0,1
Zodius Technology Opportunities Fund,2016.0,13100000.0,2
Faering Capital,2015.0,13000000.0,2
Eduardo Saverin,2016.0,13000000.0,1
India Nivesh Growth Fund,2017.0,13000000.0,1
Aspada,2015.0,13000000.0,1
ru-Net,2016.0,13000000.0,2
TCI Ventures,2017.0,13000000.0,1
JS Capital,2015.0,13000000.0,1
Gaja Capital,2017.0,13000000.0,1
Sixth Sense,2017.0,13000000.0,1
Shailesh Rao,2017.0,13000000.0,2
Helion Venture Partners,2017.0,12890000.0,2
Innoven Capital,2017.0,12700000.0,2
Rocketship,2017.0,12500000.0,2
Valiant Capital,2016.0,12500000.0,1
Inventus Capital Partners,2015.0,12500000.0,2
Mariwala family,2016.0,12300000.0,1
Google,2017.0,12300000.0,1
Sunil Munjal,2016.0,12300000.0,1
NEA,2017.0,12300000.0,1
Accel Partners and G Raghunandan,2018.0,12200000.0,1
Unilazer Ventures,2016.0,12200000.0,2
Sequoia Capital India Advisors,2018.0,12200000.0,1
RB investments & Others,2018.0,12000000.0,1
NR Narayana Murthy.,2018.0,12000000.0,1
VentureEast,2016.0,12000000.0,1
ADAG Reliance Private Equity,2016.0,12000000.0,1
Catamaran Ventures,2018.0,12000000.0,1
DG Daiwa Ventures,2019.0,12000000.0,1
Paytm,2019.0,12000000.0,1
Fundamentum,2018.0,12000000.0,1
Ashish Dhawan,2018.0,12000000.0,1
Accel US,2015.0,12000000.0,1
Sabre Partners and Neoplux,2019.0,12000000.0,1
Fosun International,2018.0,12000000.0,1
Das Capital,2017.0,12000000.0,2
C31 Ventures,2017.0,12000000.0,2
India Alternatives,2016.0,12000000.0,1
DG Incubation,2019.0,12000000.0,1
Ravi Adusumalli,2016.0,12000000.0,1
Accel India,2015.0,12000000.0,1
NPTK,2019.0,12000000.0,1
SAIF Partners and Kalaari capital,2018.0,12000000.0,1
Sistema Asia Fund,2016.0,12000000.0,1
Helion Venture,2016.0,12000000.0,1
Undisclosed,2015.0,11940000.0,4
Y Combinator and Venture Highway,2018.0,11500000.0,1
Korea Investment Partners,2019.0,11500000.0,1
Jungle Ventures,2015.0,11500000.0,6
Nexus Venture Partners and Blume Ventures,2017.0,11500000.0,1
Vertex Ventures,2019.0,11500000.0,1
Undisclosed Investors,2017.0,11274000.0,10
Inventus Capital,2016.0,11150000.0,2
Amazon Alexa Fund & Dentsu Ventures,2018.0,11000000.0,1
Caspian and Hivos-Triodos Fund,2018.0,11000000.0,1
Empire Angels,2015.0,11000000.0,1
MS Dhoni,2019.0,11000000.0,1
Sunrise Capital GmBH,2015.0,11000000.0,1
DAH Beteiligungs GmbH,2017.0,11000000.0,1
Big Data Investments B.V,2015.0,11000000.0,1
Deutsche Telekom Strategic Investments (DTSI),2016.0,11000000.0,1
Silicon Valley Bank,2016.0,11000000.0,1
Matrix Partners India,2016.0,11000000.0,2
e.ventures,2016.0,11000000.0,1
Holtzbrink Ventures,2016.0,11000000.0,1
NGP,2015.0,11000000.0,1
Eduardo Saverin & Velos Capital,2015.0,11000000.0,1
JAFCO Asia,2015.0,11000000.0,2
Rocket Internet AG,2016.0,11000000.0,1
Cooperative Oikocredit,2018.0,11000000.0,1
Foundation Capital,2015.0,11000000.0,1
Darrin Capital,2017.0,10750000.0,1
Mayfield Capital,2017.0,10750000.0,1
Ashvin Chadha,2015.0,10700000.0,3
Innoven Capital,2015.0,10600000.0,2
Orios Venture Partners,2016.0,10500000.0,2
Mayfield Ventures,2016.0,10500000.0,2
Ratan Tata,2015.0,10200000.0,1
CLSA Capital Partners ARIA IV Funds,2015.0,10000000.0,1
Verlinvest SA,2016.0,10000000.0,1
Shailesh Mehta,2015.0,10000000.0,1
Sequoia and Kalaari Capital.,2015.0,10000000.0,1
Axis Bank,2018.0,10000000.0,1
Bunny Bansal & other investors,2015.0,10000000.0,1
Sequoia Capital India,2015.0,10000000.0,1
DeVry Inc,2016.0,10000000.0,1
Nandan Nilekani,2017.0,10000000.0,1
Lightspeed US,2016.0,10000000.0,1
Qualgro,2016.0,10000000.0,1
Qualcomm Venture,2015.0,10000000.0,1
Puneet Dalmia & Others,2018.0,10000000.0,1
Lightspeed Venture Partners India,2016.0,10000000.0,1
Infosys Innovation Fund,2016.0,10000000.0,1
Silicon Valley Ventures,2015.0,10000000.0,1
Das Capital and IT Farm,2017.0,10000000.0,1
Maverick Capital Ltd and HBM Healthcare Investments Ltd,2018.0,10000000.0,1
HDFC Asset Management,2018.0,10000000.0,1
\\xc2\\xa0 Accel Partners,2015.0,10000000.0,1
\\xc2\\xa0 Helion Ventures,2015.0,10000000.0,1
Star India Pvt Ltd,2017.0,10000000.0,1
HDFC Bank,2018.0,10000000.0,1
HDFC Life,2018.0,10000000.0,1
Paytm & existing investors,2016.0,10000000.0,1
Mayfield,2015.0,10000000.0,1
Iron Pillar and IIFL,2017.0,10000000.0,1
Star India Pvt. Ltd,2016.0,10000000.0,1
Anicut Capital,2019.0,10000000.0,1
WRV Capital and IndusAge Partners,2016.0,10000000.0,1
Neoplux Technology Fund,2017.0,10000000.0,1
China Lodging Group,2017.0,10000000.0,1
Tiger Global And Others,2018.0,10000000.0,1
Gaja Capital Private Equity Fund,2015.0,10000000.0,1
SRI Capital,2015.0,10000000.0,1
Sachin Bansal,2015.0,10000000.0,1
Sabre Partners,2018.0,10000000.0,1
A91 Partners,2019.0,10000000.0,1
\\xc2\\xa0 SAIF Partners,2015.0,10000000.0,1
SEEK Ltd & affiliates,2015.0,10000000.0,1
Tano Capital,2015.0,10000000.0,1
TO THE NEW Ventures,2015.0,10000000.0,1
HIS Co. Ltd,2017.0,10000000.0,1
MakeMyTrip Limited,2018.0,10000000.0,1
SAIF partners,2015.0,10000000.0,1
Kaizen Management Advisors,2016.0,10000000.0,1
Renaud Laplanche,2017.0,10000000.0,1
ain Capital Ventures,2017.0,10000000.0,1
Mamoru Taniya,2016.0,10000000.0,1
MakeMyTrip,2017.0,10000000.0,1
Fidelity Growth Partners India,2015.0,10000000.0,1
Fidelity Biosciences,2015.0,10000000.0,1
Axan Partners,2017.0,10000000.0,1
Lohia Group,2017.0,10000000.0,1
Eduardo Saverin,2017.0,10000000.0,1
Eight Roads Ventures India,2017.0,10000000.0,1
Eight Roads Ventures,2016.0,10000000.0,1
Uniliver Ventures,2017.0,10000000.0,1
NEA Ventures,2015.0,10000000.0,1
Andre Hoffman,2017.0,10000000.0,1
3one4 Capital,2017.0,10000000.0,1
Avendus Finance Pvt. Ltd,2018.0,9700000.0,1
Harsh Mariwala,2015.0,9500000.0,1
Learn Capital,2017.0,9500000.0,1
Atul Nishar,2015.0,9500000.0,1
Michael Carlos,2015.0,9500000.0,1
Jyoti Bansal,2017.0,9500000.0,1
Costanoa,2017.0,9500000.0,1
Dalip Pathak,2015.0,9500000.0,1
Mumbai Angels,2016.0,9200000.0,6
Amicus Capital,2017.0,9200000.0,1
Beenextan investment fund,2015.0,9200000.0,1
Accel Partners & Raghunandan Gangappa,2018.0,9100000.0,1
Chiratae Ventures,2020.0,9000000.0,1
Edelweiss Private Equity,2016.0,9000000.0,1
Vertex Ventures,2018.0,9000000.0,2
JSW Ventures,2016.0,9000000.0,2
One 97 Communications,2018.0,8950000.0,1
NSI Infinium Global Pvt. Ltd,2016.0,8900000.0,1
Development finance institution Belgian Investment Company,2015.0,8600000.0,1
Sixth Sense Ventures,2019.0,8600000.0,2
Oikocredit,2015.0,8600000.0,1
Avendus Finance,2018.0,8600000.0,1
500 Startups,2015.0,8565000.0,8
Nexus India Capital Advisors,2017.0,8500000.0,1
Deep Kalra,2015.0,8500000.0,2
Agnus Capital,2015.0,8500000.0,2
Kae Capital,2017.0,8400000.0,4
LGT Group,2015.0,8200000.0,1
Ravi Viswanathan,2018.0,8200000.0,1
Asian Healthcare fund,2015.0,8200000.0,1
Kunal Bahl,2015.0,8139000.0,7
Susquehanna Growth Equity,2020.0,8048394.0,1
Anupam Mittal,2015.0,8035000.0,4
Undisclosed Investors,2015.0,8012000.0,7
Jungle Ventures & Bessemer Venture Partners,2015.0,8000000.0,1
Amereus Group,2017.0,8000000.0,1
SF Capital Group,2015.0,8000000.0,1
Blue Orchard,2017.0,8000000.0,1
Emergent Ventures and Y Combinator,2018.0,8000000.0,1
Tara India Fund IV and others,2017.0,8000000.0,1
Amazon Inc. and Mastercard,2018.0,8000000.0,1
Liquid 2 Ventures,2018.0,8000000.0,1
Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners,2016.0,8000000.0,1
Epsilon Venture Partners,2017.0,8000000.0,1
Exfinity Venture Partners,2015.0,8000000.0,3
Matrix Partners India,2017.0,8000000.0,2
Hack VC,2018.0,8000000.0,1
Venturra Capital,2016.0,8000000.0,1
Nirvana Digital Investment Holding Co Ltd,2016.0,8000000.0,1
MGV,2018.0,8000000.0,1
Undisclosed Japanese investor,2016.0,8000000.0,1
Xiaomi Technologies,2017.0,8000000.0,1
500 Start-Ups,2016.0,8000000.0,1
YourNest Angel Fund,2016.0,7850000.0,6
Axilor Ventures,2017.0,7800000.0,4
Yes Bank,2017.0,7800000.0,1
Kunal Bahl,2016.0,7700000.0,2
ANI Technologies Pvt. Ltd,2017.0,7700000.0,1
InnoVen Capital,2017.0,7700000.0,1
Urrshila Kerkar,2017.0,7700000.0,1
Rohit Bansal,2016.0,7700000.0,2
Phanindra Sama,2015.0,7670000.0,5
Rohit Bansal,2015.0,7639000.0,6
Quona Capital,2017.0,7600000.0,1
Aegon NV,2018.0,7600000.0,1
Undisclosed Investors,2018.0,7600000.0,1
Gray Matters Capital,2016.0,7500000.0,2
Jitu Virwani,2015.0,7500000.0,1
Bay Capital Investments and Others,2018.0,7500000.0,1
IIFL Seed Ventures Fund,2016.0,7500000.0,1
HR Technology fund,2015.0,7500000.0,1
RNT Capital,2018.0,7400000.0,1
KTB Network,2016.0,7400000.0,1
Catamaran Ventures,2015.0,7350000.0,2
Indian Angel Network,2016.0,7202000.0,12
Konly Venture,2016.0,7200000.0,1
Taurus Value Creation,2016.0,7200000.0,1
Sandeep Tandon,2016.0,7200000.0,5
Mathew Cyriac,2017.0,7150000.0,2
Sands Capital and Accel Partners,2015.0,7000000.0,1
Experian,2017.0,7000000.0,1
Waterbridge Ventures,2017.0,7000000.0,1
FIL Capital Management,2017.0,7000000.0,1
DST Global,2016.0,7000000.0,1
Xiaomi and Sequoia Capital India,2018.0,7000000.0,1
Bennett Coleman & Co. Ltd,2016.0,7000000.0,1
Gujarat Venture Finance Limited (GVFL),2016.0,7000000.0,1
Unilever Ventures and Blume Ventures,2018.0,7000000.0,1
pi Ventures,2017.0,7000000.0,2
Lightbox,2017.0,7000000.0,1
Qualgro.,2017.0,7000000.0,1
Haresh Chawla,2015.0,7000000.0,2
Zephyr Peacock,2017.0,7000000.0,1
Triodos Investment Management,2017.0,6900000.0,1
Gokul Rajaram,2017.0,6890000.0,2
Kunal Shah,2016.0,6800000.0,5
Info Edge (India) Ltd,2016.0,6790000.0,6
Carpediem Capital,2017.0,6600000.0,2
One97 Communications Ltd.,2019.0,6590000.0,1
Sachin and Binny Bansal,2015.0,6550000.0,2
PayU,2016.0,6500000.0,1
PayU,2017.0,6500000.0,1
Ribbit Capital,2017.0,6500000.0,1
Indian Angel Network,2017.0,6465000.0,6
India Quotient,2015.0,6443000.0,6
Stellaris Venture Partners,2017.0,6390000.0,3
Milestone,2019.0,6320820.0,1
Lightbox Expansion Fund,2017.0,6300000.0,1
RuNet South Asia,2017.0,6300000.0,1
Ligthbox Ventures II,2017.0,6300000.0,1
Exfinity Ventures,2015.0,6250000.0,2
Michael & Susan Dell Foundation,2015.0,6250000.0,3
IFMR Capital,2018.0,6240000.0,1
Network 18,2018.0,6230000.0,1
Sachin Tendulkar,2017.0,6200000.0,1
M&S Partners,2017.0,6200000.0,2
P.V SIndhu,2017.0,6200000.0,1
Pullela Gopichand,2017.0,6200000.0,1
Unitus Seed Fund,2016.0,6170000.0,3
Alteria Capital,2018.0,6110000.0,2
Cisco Ventures,2016.0,6000000.0,1
Times Internet,2016.0,6000000.0,1
Saama Capital.,2015.0,6000000.0,1
Fortisure Ventures,2016.0,6000000.0,1
Ashish Dhawan,2016.0,6000000.0,1
Intel Capital & Kae Capital,2015.0,6000000.0,1
Blume Ventures and Innoven Capital.,2018.0,6000000.0,1
Keystone Group,2015.0,6000000.0,1
InnoVen Capital India,2016.0,6000000.0,1
TIW Private Equity,2019.0,6000000.0,1
Sathguru Catalyzer Advisors,2019.0,6000000.0,1
Blume Ventures & IvyCap Ventures,2016.0,6000000.0,1
Inventus Capital,2018.0,6000000.0,1
GVFL,2016.0,6000000.0,1
M&S Partners,2016.0,6000000.0,3
LightBox Ventures,2015.0,6000000.0,1
Carpediem Capital,2016.0,6000000.0,1
Rainmaker Ventures,2016.0,6000000.0,2
Greycroft Partners,2015.0,6000000.0,1
Diaz Nesamoney,2016.0,6000000.0,1
Incofin Investment Management.,2017.0,6000000.0,1
You & Mr Jones,2016.0,6000000.0,1
VC Samsung NEXT,2018.0,6000000.0,1
Deepinder Goyal,2016.0,6000000.0,1
Prime Venture Partners.,2017.0,6000000.0,1
500 Startups,2016.0,6000000.0,1
RB Investments PTE Ltd,2016.0,6000000.0,1
L\\xe2\\x80\\x99Occitane,2016.0,6000000.0,1
CDC Group plc\\xc2\\xa0,2018.0,6000000.0,1
Nirvana Digital Investment Holding,2016.0,6000000.0,1
Innoven Capital,2016.0,6000000.0,1
Chiratae Ventures,2018.0,6000000.0,1
Mayank Singhal,2016.0,6000000.0,1
Unnamed Media house and HNIs,2015.0,6000000.0,1
Denlow Investment Trust and Beenext,2018.0,5850000.0,1
Parikshit Dar,2016.0,5800000.0,1
Axilor Partners,2017.0,5800000.0,1
Rajesh Balpande,2016.0,5800000.0,1
Ashish Hemrajani,2016.0,5800000.0,1
VH Capital,2017.0,5800000.0,1
Ventureast,2019.0,5750000.0,1
Unitus Seed Fund,2015.0,5700000.0,3
Stellaris Venture Partners,2018.0,5700000.0,2
Girish Mathrubootham,2017.0,5606000.0,5
Frontline Strategy,2015.0,5600000.0,1
Exfinity Ventures,2017.0,5600000.0,1
Partech Ventures,2017.0,5600000.0,1
Mistletoe,2017.0,5500000.0,1
OPPO,2018.0,5500000.0,1
IDG Ventures India,2018.0,5500000.0,1
Biz Stone,2015.0,5500000.0,2
Neoplux,2018.0,5500000.0,1
Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust,2017.0,5500000.0,1
Sandeep Tandon,2015.0,5500000.0,1
InnoVen Capital,2018.0,5500000.0,1
Prime Venture Partners,2016.0,5500000.0,4
GREE Ventures and Summit Media,2018.0,5500000.0,1
Rebright Partners,2015.0,5450000.0,2
Nahata Family,2016.0,5400000.0,1
Waheed Alli,2016.0,5400000.0,1
IFMR Capital,2017.0,5380000.0,3
GREE Ventures,2016.0,5300000.0,1
L\\xe2\\x80\\x99Occitane,2017.0,5300000.0,1
Undisclosed Investors,2016.0,5220000.0,11
Paytm,2017.0,5200000.0,1
SRI Capital,2018.0,5200000.0,2
Tekton Ventures,2016.0,5150000.0,1
Mohit Srivastav,2017.0,5000000.0,1
a Dutch government fund,2019.0,5000000.0,1
MASSIF,2019.0,5000000.0,1
ASK Pravi,2015.0,5000000.0,1
DMG information Asia Pacific,2015.0,5000000.0,1
Sundar Chanrai,2015.0,5000000.0,1
Raju Reddy,2015.0,5000000.0,1
Kishore Ganji,2017.0,5000000.0,1
Knoll Ventures and others,2015.0,5000000.0,1
Impanix Capital,2017.0,5000000.0,1
Shinji Kimura,2015.0,5000000.0,1
Aavishkaar,2016.0,5000000.0,1
Omidyar Network and Shunwei Capital,2018.0,5000000.0,1
Rajeev Menon,2017.0,5000000.0,1
Raghunandan G,2018.0,5000000.0,1
Axilor Ventures,2019.0,5000000.0,1
Venkat Vallabhaneni,2017.0,5000000.0,1
Quotient,2018.0,5000000.0,1
Snow Leopard,2015.0,5000000.0,1
Softbank Group,2016.0,5000000.0,1
VentureEast,2015.0,5000000.0,1
Helion Ventures Partners,2017.0,5000000.0,1
Aavishkaar,2015.0,5000000.0,1
Snow Leopard Ventures,2017.0,5000000.0,1
RTP-HC,2016.0,5000000.0,1
SingTel\\xe2\\x80\\x99s Innov8,2015.0,5000000.0,1
Lightbox Ventures and others,2016.0,5000000.0,1
Unitus Impact Livelihoods Fund,2015.0,5000000.0,1
New Atlantic Ventures,2019.0,5000000.0,1
Segnel Venture,2015.0,5000000.0,1
Mayfield & Others,2018.0,5000000.0,1
\\xc2\\xa0 Varaprasad Reddy,2015.0,5000000.0,1
Kantilal Patel,2018.0,5000000.0,1
ResponsAbility,2018.0,5000000.0,1
KJS Group,2015.0,5000000.0,1
Exfinity Venture Partners,2019.0,5000000.0,1
Binny Bansal,2015.0,5000000.0,1
Bren Corporation,2015.0,5000000.0,1
India Quotient,2017.0,5000000.0,2
Khosla Ventures,2017.0,5000000.0,1
Aspada Advisors,2016.0,5000000.0,1
India Quotient,2019.0,5000000.0,1
Recruit Holdings,2016.0,5000000.0,1
Indian Quotient,2015.0,5000000.0,1
Michael & Susan Dell Foundation,2016.0,5000000.0,1
\\xc2\\xa0 Inventus Capital,2016.0,5000000.0,1
AdvantEdge Partners,2016.0,5000000.0,2
Tata Capital Innovation Fund,2016.0,5000000.0,1
Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm,2017.0,5000000.0,1
S7 Group,2018.0,5000000.0,1
Rohto Pharmaceutical,2017.0,5000000.0,1
K Ganesh,2015.0,5000000.0,1
Techstars Ventures & Others,2016.0,5000000.0,1
Vy Capital,2018.0,5000000.0,1
Wonder Ventures,2016.0,5000000.0,1
Wipro,2015.0,5000000.0,1
Accel Partners and Saama Capital,2018.0,5000000.0,1
Titan Co Ltd,2017.0,5000000.0,1
IvyCap Ventures,2015.0,5000000.0,1
Alto Partners,2017.0,5000000.0,1
and Ramakant Sharma,2018.0,5000000.0,1
Mohandas Pai & others,2015.0,4900000.0,2
Accel Partners and Qualcomm,2019.0,4889975.54,1
Goldman Sachs,2019.0,4889975.54,1
SeedPlus,2016.0,4875000.0,2
ah! Ventures,2015.0,4850000.0,7
New India Investment Corporation,2015.0,4850000.0,1
Helix Investments,2018.0,4800000.0,1
Exfinity Venture Partners,2016.0,4750000.0,2
Accel Partners India,2015.0,4750000.0,2
undisclosed investors,2016.0,4750000.0,5
Sarva Capital,2016.0,4700000.0,1
Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,2018.0,4700000.0,1
Anicut Capital,2017.0,4650000.0,1
IDG Ventures India,2017.0,4650000.0,2
General Catalyst,2017.0,4600000.0,1
IMJ Investment Partners,2017.0,4600000.0,1
Hinduja Leyland Finance and IntelleGrow,2018.0,4600000.0,1
GrowX Ventures,2017.0,4600000.0,1
BlueOrchard Finance Ltd,2018.0,4600000.0,1
Axilor Ventures,2016.0,4600000.0,3
Founder Collective,2017.0,4600000.0,1
CyberAgent Ventures,2017.0,4600000.0,1
The Grover Trust,2017.0,4500000.0,1
Beenos,2017.0,4500000.0,1
Matrix Partners India,2019.0,4500000.0,1
Mayfield,2017.0,4500000.0,1
DHI Group Inc,2017.0,4500000.0,1
Saama Capital and DSG Consumer Partners,2017.0,4500000.0,1
Manipal Education and Medical Group (MEMG),2017.0,4500000.0,1
Undisclosed Existing Investors As Well As The Tamarind Family Trust,2018.0,4500000.0,1
Digital Garage,2017.0,4500000.0,1
Times Internet Ltd,2017.0,4500000.0,1
BizReach,2017.0,4500000.0,1
Dileep Nath,2017.0,4500000.0,1
Asia Pacific Internet Group,2015.0,4500000.0,1
Nishant Rao,2017.0,4500000.0,1
Ranjan Pai,2015.0,4500000.0,1
SAR Group,2017.0,4500000.0,1
Unitus Seed Fund,2017.0,4450000.0,2
Michael and Susan Dell Foundation,2016.0,4400000.0,2
HT Media Ltd,2016.0,4400000.0,1
Accel Partners India,2016.0,4400000.0,1
Unilazer Ventures,2015.0,4400000.0,2
Undisclosed Investor,2015.0,4350000.0,3
Omidyar Network,2018.0,4300000.0,1
DSG Consumer Partners,2016.0,4227000.0,2
Stellaris Venture Partners and Mayur Abhaya Srisrimal,2018.0,4200000.0,1
Beenext,2018.0,4200000.0,1
Saama Capital,2018.0,4200000.0,1
and Pravega Ventures,2018.0,4200000.0,1
Prime Venture Partners,2018.0,4200000.0,1
Deutsche Telekom Strategic Investments & Others,2017.0,4100000.0,1
Seedfund,2017.0,4000000.0,1
Wipro Ventures,2016.0,4000000.0,1
Draper Fisher Jurvetson,2015.0,4000000.0,1
Stellaris Ventures & Others,2018.0,4000000.0,1
Startupxseed Ventures LLP,2017.0,4000000.0,1
Neelesh Bhatnagar,2017.0,4000000.0,1
Singularity Ventures and Ravi Dhariwal,2017.0,4000000.0,1
Venture Highway,2016.0,4000000.0,1
Puneet Dalmia,2016.0,4000000.0,1
Artiman Ventures,2016.0,4000000.0,1
Dinesh R. Challa,2016.0,4000000.0,1
Orios Venture Partners and the IAN Fund,2018.0,4000000.0,1
Dewan Housing Finance Corp,2017.0,4000000.0,1
DMI Finance,2018.0,4000000.0,1
IDG Ventures India Advisors,2017.0,4000000.0,1
IFMR,2017.0,4000000.0,1
MDI Ventures & Telkom Indonesia,2018.0,4000000.0,1
RB International,2017.0,4000000.0,1
Undisclosed US Based Investors,2016.0,4000000.0,1
Siddhivinayak Skyscrapers,2016.0,4000000.0,1
Diageo India,2018.0,4000000.0,1
Aspada Investment Advisors,2015.0,4000000.0,1
American Express Ventures,2016.0,4000000.0,1
\\xc2\\xa0 Lumis Partners,2016.0,4000000.0,1
Credence Family Office,2018.0,4000000.0,1
GMO Japan,2017.0,4000000.0,1
Cyber Carrier VC,2016.0,4000000.0,1
InfoEdge,2015.0,4000000.0,1
IvyCap Ventures,2017.0,4000000.0,1
3one4 Capital Advisors LLP,2017.0,4000000.0,1
AngelPrime,2015.0,4000000.0,3
and MAS Financial Services Ltd,2017.0,4000000.0,1
Lightspeed India Partners,2016.0,4000000.0,1
Ivycap Ventures Advisors,2017.0,4000000.0,1
Aarin Capital,2016.0,3970000.0,3
Raghav Bahl,2015.0,3900000.0,2
Aneesh Reddy,2017.0,3840000.0,2
Sixth Sense Ventures,2017.0,3800000.0,1
Florintree Advisors,2017.0,3800000.0,1
Jones Lang LaSalle,2017.0,3800000.0,1
IntelleGrow,2018.0,3800000.0,1
BeeNext,2016.0,3800000.0,2
Hinduja Leyland Finance,2018.0,3800000.0,1
Kotak Mahindra Bank,2017.0,3800000.0,1
YourNest Angel Fund,2015.0,3750000.0,2
Nandan Nilekani,2015.0,3750000.0,2
Russian venture capital fund Ru-Net,2016.0,3750000.0,1
Vispi Daver,2017.0,3690000.0,1
Powerhouse Ventures,2017.0,3690000.0,1
Rakesh and Rajesh Jhunjhunwala,2017.0,3670000.0,1
Draper Associates,2017.0,3650000.0,1
Michael & Susan Dell Foundation,2017.0,3650000.0,1
WaterBridge Ventures,2017.0,3650000.0,2
undisclosed investors,2017.0,3640000.0,6
Kumar Vembu,2017.0,3600000.0,1
Songhyun Investment,2016.0,3600000.0,1
Khattar Holdings,2017.0,3600000.0,1
Agnus Capital,2017.0,3600000.0,1
Lasmer NV,2019.0,3591375.0,1
Hornbill Orchid India Fund,2019.0,3591375.0,1
3one4 Capital,2019.0,3591375.0,1
Orchid India,2019.0,3591375.0,1
Chiratae Ventures (formerly IDG Ventures),2019.0,3591375.0,1
Alteria Capital,2019.0,3584000.0,1
Indian Angel Network,2015.0,3565000.0,5
Ventureast,2017.0,3500000.0,2
RB Investments,2015.0,3500000.0,1
Brian Acton,2016.0,3500000.0,1
Space Matrix,2018.0,3500000.0,1
Venture Highway,2018.0,3500000.0,1
Lightspeed India Partners,2019.0,3500000.0,1
